Shopify SKU/Variant SKU,Shopify Product ID,Product Type,Supplier Type,Supplier Name,Supplier Sub Brands,Variant Size,Variant Color,Supplier Product Name,Keepers Collective Product Name,Supplier SKU,One Time Set Up Fee,Quote Number,Keepers Collective Product Shot Link,Inventory on Hand,Enforced Multiple Quantity,Base Lead Time,Start Production,End Production,Additional Lead Time Notes,Different cost based on quantity?,Ship to (Eggers or Customer),Proof Number,Supplier Proof Link,Logo Name,Logo Color,Logo Size,Decoration Location,Decoration Type,Artwork/Logo Vector URL,Supplier Decorated or Blank Product,Minimum Order Quantity,Maximum Order Quantity,Price Level/Volume Quantity_1,Wholesale Cost Per Item_1,Sale Price Per Volume_1,Price Level/Volume Quantity_2,Wholesale Cost Per Item_2,Sale Price Per Volume_2,Price Level/Volume Quantity_3,Wholesale Cost Per Item_3,Sale Price Per Volume_3,Price Level/Volume Quantity_4,Wholesale Cost Per Item_4,Sale Price Per Volume_4,Price Level/Volume Quantity_5,Wholesale Cost Per Item_5,Sale Price Per Volume_5,,
 C-06-0-3-EC3080-Grey-0-3-STD-W,4594910887994,Single Supplier,Supplier,Spector & Co,Notebook Basics,,Grey,Perfect Bound Eco Notebook,Perfect Bound Eco Notebook | Chase,EC3080,$64.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-3-EC3080-Grey-0-3-STD-W.jpg?v=1608241087,,,5-10 Business Days ,5 Business Days,10 Business Days ,,Yes,Customer,,,Chase Octagon,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Spector & Co,125,2500,125,2.70,4.50,250,2.70,4.29,500,2.70,4.03,1000,2.70,3.87,2500,2.70,3.70,,
 C-06-0-3-EC3080-Dark Blue -0-3-STD-W,4594910887994,Single Supplier,Supplier,Spector & Co,Notebook Basics,,Dark Blue ,Perfect Bound Eco Notebook,Perfect Bound Eco Notebook | Chase,EC3080,$64.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-3-EC3080-DarkBlue-0-3-STD-W.jpg?v=1608241090,,,5-10 Business Days ,5 Business Days,10 Business Days ,,Yes,Customer,,,Chase Octagon,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Spector & Co,125,2500,125,2.70,4.50,250,2.70,4.29,500,2.70,4.03,1000,2.70,3.87,2500,2.70,3.70,,
 C-06-0-3-EC3080-White-0-3-STD-BLK,4594910887994,Single Supplier,Supplier,Spector & Co,Notebook Basics,,White,Perfect Bound Eco Notebook,Perfect Bound Eco Notebook | Chase,EC3080,$64.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-3-EC3080-White-0-3-STD-BLK.jpg?v=1608241092,,,5-10 Business Days ,5 Business Days,10 Business Days ,,Yes,Customer,,,Chase Octagon,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,Spector & Co,125,2500,125,2.70,4.50,250,2.70,4.29,500,2.70,4.03,1000,2.70,3.87,2500,2.70,3.70,,
J-06-0-2-2800-56-0-0-3-STD-W,4593695850554,Single Supplier,Supplier,Leeds,Notebook Basics,"5.5"" x 8.5""",Gray,"5.5"" x 8.5"" Reclaim Recycled Bound JournalBook","Reclaim Recycled Bound JournalBook 5.5"" x 8.5"" | J.P. Morgan",2800-56,$44.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-2-2800-56-0-0-3-STD-W.jpg?v=1605116284,,,7-10 Business Days,7 Business Days,10 Business Days ,,No,Customer,,,J.P. Morgan,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Leeds,48,600,48,5.39,11.32,150,5.39,10.35,300,5.39,9.62,450,5.39,8.93,600,5.39,7.38,,
C-06-0-2-2800-56-0-0-3-STD-W,4593678123066,Single Supplier,Supplier,Leeds,Notebook Basics,"5.5"" x 8.5""",Gray,"5.5"" x 8.5"" Reclaim Recycled Bound JournalBook","Reclaim Recycled Bound JournalBook 5.5"" x 8.5"" | Chase",2800-56,$44.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-2-2800-56-0-0-3-STD-W.jpg?v=1605116198,,,7-10 Business Days,7 Business Days,10 Business Days ,,No,Customer,,,Chase Octagon,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Leeds,48,600,48,5.39,11.32,150,5.39,10.35,300,5.39,9.62,450,5.39,8.93,600,5.39,7.38,,
J-06-0-2-2800-71-Black-0-3-STD-W,4593628905530,Single Supplier,Supplier,Leeds,Notebook Basics,"5.5"" x 8.5""",Black,"5.5"" x 8.5"" Recycled Leather Bound JournalBook","Recycled Leather Bound JournalBook 5.5"" x 8.5"" | J.P. Morgan",2800-71,$44.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-2-2800-71-Black-0-3-STD-W.jpg?v=1605115403,,,7-10 Business Days,7 Business Days,10 Business Days ,,No,Customer,,,J.P. Morgan,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Spector & Co,72,600,72,3.59,7.50,150,3.59,6.89,300,3.59,6.40,450,3.59,5.90,600,3.59,4.92,,
 J-06-0-2-2800-71-Natural-0-3-STD-W,4593628905530,Single Supplier,Supplier,Leeds,Notebook Basics,"5.5"" x 8.5""",Natural,"5.5"" x 8.5"" Recycled Leather Bound JournalBook","Recycled Leather Bound JournalBook 5.5"" x 8.5"" | J.P. Morgan",2800-71,$44.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-2-2800-71-Natural-0-3-STD-BLK.jpg?v=1605115403,,,7-10 Business Days,7 Business Days,10 Business Days ,,No,Customer,,,J.P. Morgan,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Spector & Co,72,600,72,3.59,7.50,150,3.59,6.89,300,3.59,6.40,450,3.59,5.90,600,3.59,4.92,,
C-06-0-2-2800-71-Black-0-3-STD-W,4593608949818,Single Supplier,Supplier,Leeds,Notebook Basics,"5.5"" x 8.5""",Black,"5.5"" x 8.5"" Recycled Leather Bound JournalBook","Recycled Leather Bound JournalBook 5.5"" x 8.5"" | Chase",2800-71,$44.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-2-2800-71-Black-0-3-STD-W.jpg?v=1605115172,,,7-10 Business Days,7 Business Days,10 Business Days ,,No,Customer,,,Chase Octagon,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Spector & Co,72,600,72,3.59,7.50,150,3.59,6.89,300,3.59,6.40,450,3.59,5.90,600,3.59,4.92,,
 C-06-0-2-2800-71-Natural-0-3-STD-W,4593608949818,Single Supplier,Supplier,Leeds,Notebook Basics,"5.5"" x 8.5""",Natural,"5.5"" x 8.5"" Recycled Leather Bound JournalBook","Recycled Leather Bound JournalBook 5.5"" x 8.5"" | Chase",2800-71,$44.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-2-2800-71-Natural-0-3-STD-BLK.jpg?v=1605115172,,,7-10 Business Days,7 Business Days,10 Business Days ,,No,Customer,,,Chase Octagon,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Spector & Co,72,600,72,3.59,7.50,150,3.59,6.89,300,3.59,6.40,450,3.59,5.90,600,3.59,4.92,,
J-09-0-129-608597693676-Black-0-129-STD-CUSTOM,4591648079930,Single Supplier,Supplier,Maji Sports,Maji Sports,,Black,PU+Natural Rubber Yoga Mat,PU+Natural Rubber Yoga Mat | J.P. Morgan,6085976 93676,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-09-0-129-608597693676-Black-0-129-STD-CUSTOM2_2.jpg?v=1605030097,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,J.P. Morgan,White,See Proof,See Proof,Custom Tag,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Maji Sports,40,100,40,65.95,90.34,100,65.95,87.93,,,,,,,,,,,
C-09-0-129-608597693676-Black-0-129-STD-CUSTOM,4477298573370,Single Supplier,Supplier,Maji Sports,Maji Sports,,Black,PU+Natural Rubber Yoga Mat,PU+Natural Rubber Yoga Mat | Chase,6085976 93676,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-09-0-129-608597693676-Black-0-129-STD-CUSTOM.jpg?v=1605030069,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,Chase Octagon,White,See Proof,See Proof,Custom Tag,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Maji Sports,40,100,40,65.95,90.34,100,65.95,87.93,,,,,,,,,,,
 J-09-0-129-680474399307-Grey-0-155-STD-CUSTOM,4591635103802,Single Supplier,Supplier,Maji Sports,Maji Sports,"68""",Grey,"Jute Premium Eco Yoga Mat 68"" Long ","Jute Premium Eco Yoga Mat 68"" Long | J.P. Morgan",680474 399307,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-09-0-129-680474399369-Gray-0-155-STD-CUSTOM.jpg?v=1608583518,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,J.P. Morgan,White,See Proof,See Proof,Custom Tag,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Maji Sports,40,100,40,35.95,51.36,100,35.95,47.93,,,,,,,,,,,
C-09-0-129-680474399307-Blue-0-155-STD-CUSTOM,4477260267578,Single Supplier,Supplier,Maji Sports,Maji Sports,"68""",Blue,"Jute Premium Eco Yoga Mat 68"" Long ","Jute Premium Eco Yoga Mat 68"" Long | Chase",680474 399307,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-09-0-129-680474399307-Blue-0-155-STD-CUSTOM.jpg?v=1608583490,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,Chase Octagon,White,See Proof,See Proof,Custom Tag,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Maji Sports,40,100,40,35.95,51.36,100,35.95,47.93,,,,,,,,,,,
J-09-0-129-687847938101-Cork-0-129-STD-CUSTOM,4591620685882,Single Supplier,Supplier,Maji Sports,Maji Sports,,Cork,Cork Yoga/Pilates Block,Cork Yoga/Pilates Block | J.P. Morgan,68 7847938101,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-09-0-129-687847938101-Cork-0-129-STD-BLK.jpg?v=1604954882,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,J.P. Morgan,Black,See Proof,See Proof,Custom Belly Band,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,Maji Sports,40,100,40,17.45,26.04,100,17.95,24.59,,,,,,,,,,,
C-09-0-129-687847938101-Cork-0-129-STD-CUSTOM,4591619473466,Single Supplier,Supplier,Maji Sports,Maji Sports,,Cork,Cork Yoga/Pilates Block,Cork Yoga/Pilates Block | Chase,68 7847938101,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-09-0-129-687847938101-Cork-0-129-STD-BLK.jpg?v=1604954743,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,Chase Octagon,Black/Blue,See Proof,See Proof,Custom Belly Band,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_COLOR.pdf?v=1608221527,Maji Sports,40,100,40,17.45,26.04,100,17.95,24.59,,,,,,,,,,,
J-09-0-129-680474399451-Bamboo-0-129-STD-CUSTOM,4591615541306,Single Supplier,Supplier,Maji Sports,Maji Sports,,Bamboo,Carbonized Bamboo Yoga/Pilates Block,Carbonized Bamboo Yoga/Pilates Block | J.P. Morgan,6804743 99451,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-09-0-129-680474399451-Bamboo-0-129-STD-BLK.jpg?v=1607463609,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,J.P. Morgan,Black,See Proof,See Proof,Custom Belly Band,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,Maji Sports,40,100,40,17.45,26.04,100,17.95,24.59,,,,,,,,,,,
C-09-0-129-680474399451-Bamboo-0-129-STD-CUSTOM,4481318682682,Single Supplier,Supplier,Maji Sports,Maji Sports,,Bamboo,Carbonized Bamboo Yoga/Pilates Block,Carbonized Bamboo Yoga/Pilates Block | Chase,6804743 99451,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-09-0-129-680474399451-Bamboo-0-129-STD-BLK.jpg?v=1604953955,,,7-14 Business Days,7 Business Days,14 Business Days,,Yes,Customer,,,Chase Octagon,Black/Blue,See Proof,See Proof,Custom Belly Band,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_COLOR.pdf?v=1608221527,Maji Sports,40,100,40,17.45,26.04,100,17.95,24.59,,,,,,,,,,,
J-01-0-179-N199JPM-NYC-0-179-STD-BLK,4591547056186,Single Supplier,Supplier,Maptote,Maptote,,NYC,Maptote,Map It Out Tote | J.P. Morgan,N199JPM,$200.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-179-MAPTOTE-NYC-0-179-STD-BLK.jpg?v=1604945394,2000,,1-2 Weeks,5 Days,10 Days,"1,500+ 2-4 Weeks ",Yes,Customer,,,J.P. Morgan,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,Maptote,48,144,48,12.50,17.86,72,10.00,13.70,144,9.00,12.00,,,,,,,,
 J-01-0-179-N396JPM-Ohio-0-179-STD-BLK,4591547056186,Single Supplier,Supplier,Maptote,Maptote,,Ohio,Maptote,Map It Out Tote | J.P. Morgan,N396JPM,$200.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-179-MAPTOTE-Ohio-0-179-STD-BLK.jpg?v=1604945397,2000,,1-2 Weeks,5 Days,10 Days,"1,500+ 2-4 Weeks ",Yes,Customer,,,J.P. Morgan,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,Maptote,48,144,48,12.50,17.86,72,10.00,13.70,144,9.00,12.00,,,,,,,,
 J-01-0-179-N401JPM-Texas-0-179-STD-BLK,4591547056186,Single Supplier,Supplier,Maptote,Maptote,,Texas,Maptote,Map It Out Tote | J.P. Morgan,N401JPM,$200.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-179-MAPTOTE-Texas-0-179-STD-BLK.jpg?v=1604945401,2000,,1-2 Weeks,5 Days,10 Days,"1,500+ 2-4 Weeks ",Yes,Customer,,,J.P. Morgan,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,Maptote,48,144,48,12.50,17.86,72,10.00,13.70,144,9.00,12.00,,,,,,,,
C-01-0-179-N199Cha-NYC-0-179-STD-BLK,4591543484474,Single Supplier,Supplier,Maptote,Maptote,,NYC,Maptote,Map It Out Tote | Chase,N199Cha,$200.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-179-MAPTOTE-NYC-0-179-N199Cha-BLK.jpg?v=1607453960,2000,,1-2 Weeks,5 Days,10 Days,"1,500+ 2-4 Weeks ",Yes,Customer,,,Chase Octagon,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,Maptote,48,144,48,12.50,17.86,72,10.00,13.70,144,9.00,12.00,,,,,,,,
 C-01-0-179-N395Cha-Ohio-0-179-STD-BLK,4591543484474,Single Supplier,Supplier,Maptote,Maptote,,Ohio,Maptote,Map It Out Tote | Chase,N395Cha,$200.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-179-MAPTOTE-Ohio-0-179-N395Cha-BLK.jpg?v=1607453960,2000,,1-2 Weeks,5 Days,10 Days,"1,500+ 2-4 Weeks ",Yes,Customer,,,Chase Octagon,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,Maptote,48,144,48,12.50,17.86,72,10.00,13.70,144,9.00,12.00,,,,,,,,
 C-01-0-179-N401Cha-Texas-0-179-STD-BLK,4591543484474,Single Supplier,Supplier,Maptote,Maptote,,Texas,Maptote,Map It Out Tote | Chase,N401Cha,$200.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-179-MAPTOTE-Texas-0-179-N401Cha-BLK.jpg?v=1607453966,2000,,1-2 Weeks,5 Days,10 Days,"1,500+ 2-4 Weeks ",Yes,Customer,,,Chase Octagon,Black,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,Maptote,48,144,48,12.50,17.86,72,10.00,13.70,144,9.00,12.00,,,,,,,,
J-06-0-40-M42XV021-Black Beauty-0-31-STD-HS,4588779077690,Single Supplier,Supplier,The Magnet Group,Castelli,"5 1/4"" x 8 3/8"" ",Black Beauty,ApPeel Medio Staple-Stitched ,ApPeel Medio Saddlestiched Notebook | J.P. Morgan,M42XV021,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-31_540-M42XV021-BlackBeauty-0-31-STD-HS.jpg?v=1608310305,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,J.P. Morgan,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,4.66,6.96,250,4.33,6.19,500,4.01,5.49,1000,3.53,4.58,,,,,
 J-06-0-40-M42XV-019-Neutral-0-31-STD-HS,4588779077690,Single Supplier,Supplier,The Magnet Group,Castelli,"5 1/4"" x 8 3/8"" ",Neutral,ApPeel Medio Staple-Stitched ,ApPeel Medio Saddlestiched Notebook | J.P. Morgan,M42XV-019,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-31_40-M42XV-019-Neutral-0-31-STD-HS.jpg?v=1608310313,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,J.P. Morgan,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,4.66,6.96,250,4.33,6.19,500,4.01,5.49,1000,3.53,4.58,,,,,
 J-06-0-40-M42XV020-Bella Blue-0-31-STD-HS,4588779077690,Single Supplier,Supplier,The Magnet Group,Castelli,"5 1/4"" x 8 3/8"" ",Bella Blue,ApPeel Medio Staple-Stitched ,ApPeel Medio Saddlestiched Notebook | J.P. Morgan,M42XV020,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-31_540-M42XV020-BellaBlue-0-31-STD-HS.jpg?v=1608310313,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,J.P. Morgan,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,4.66,6.96,250,4.33,6.19,500,4.01,5.49,1000,3.53,4.58,,,,,
C-06-0-40-M42XV021-Black Beauty-0-31-STD-HS,4588776489018,Single Supplier,Supplier,The Magnet Group,Castelli,"5 1/4"" x 8 3/8"" ",Black Beauty,ApPeel Medio Staple-Stitched ,ApPeel Medio Saddlestiched Notebook | Chase,M42XV021,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-31_540-M42XV021-BlackBeauty-0-31-STD-HS.jpg?v=1605282168,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,Chase Octagon,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,4.66,6.96,250,4.33,6.19,500,4.01,5.49,1000,3.53,4.58,,,,,
 C-06-0-40-M42XV-019-Neutral-0-31-STD-HS,4588776489018,Single Supplier,Supplier,The Magnet Group,Castelli,"5 1/4"" x 8 3/8"" ",Neutral,ApPeel Medio Staple-Stitched ,ApPeel Medio Saddlestiched Notebook | Chase,M42XV-019,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-31_540-M42XV-019-Neutral-0-31-STD-HS.jpg?v=1605282168,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,Chase Octagon,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,4.66,6.96,250,4.33,6.19,500,4.01,5.49,1000,3.53,4.58,,,,,
 C-06-0-40-M42XV020-Bella Blue-0-31-STD-HS,4588776489018,Single Supplier,Supplier,The Magnet Group,Castelli,"5 1/4"" x 8 3/8"" ",Bella Blue,ApPeel Medio Staple-Stitched ,ApPeel Medio Saddlestiched Notebook | Chase,M42XV020,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-31_540-M42XV020-BellaBlue-0-31-STD-HS.jpg?v=1605282168,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,Chase Octagon,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,4.66,6.96,250,4.33,6.19,500,4.01,5.49,1000,3.53,4.58,,,,,
J-06-0-40-M35XV-021-Black Beauty-0-31-STD-HS,4588773769274,Single Supplier,Supplier,The Magnet Group,Castelli,"3 11/16"" x 5 5/8",Black Beauty,ApPeel Pico Saddlestiched,ApPeel Pico Saddlestiched Notebook | J.P. Morgan,M35XV-021,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-40-M35XV-021-BlackBeauty-0-31-STD-HS.jpg?v=1608309927,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,J.P. Morgan,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,2.73,4.07,250,2.50,3.57,500,2.25,3.08,1000,2.02,2.62,,,,,
J-06-0-40-M35XV-019-Neutral -0-31-STD-HS,4588773769274,Single Supplier,Supplier,The Magnet Group,Castelli,"3 11/16"" x 5 5/8",Neutral ,ApPeel Pico Saddlestiched,ApPeel Pico Saddlestiched Notebook | J.P. Morgan,M35XV-019,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-40-M35XV-019-Neutral-0-31-STD-HS.jpg?v=1608309930,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,J.P. Morgan,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,2.73,4.07,250,2.50,3.57,500,2.25,3.08,1000,2.02,2.62,,,,,
J-06-0-40-M35XV-020-Bella Blue-0-31-STD-HS,4588773769274,Single Supplier,Supplier,The Magnet Group,Castelli,"3 11/16"" x 5 5/8",Bella Blue,ApPeel Pico Saddlestiched,ApPeel Pico Saddlestiched Notebook | J.P. Morgan,M35XV-020,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-06-0-40-M35XV-020-BellaBlue-0-31-STD-HS.jpg?v=1608309930,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,J.P. Morgan,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,2.73,4.07,250,2.50,3.57,500,2.25,3.08,1000,2.02,2.62,,,,,
C-06-0-40-M35XV-021-Black Beauty-0-31-STD-HS,4588759154746,Single Supplier,Supplier,The Magnet Group,Castelli,"3 11/16"" x 5 5/8",Black Beauty,ApPeel Pico Saddlestiched,ApPeel Pico Saddlestiched Notebook | Chase,M35XV-021,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-31_540-M35XV-021-BlackBeauty-0-31-STD-HS.jpg?v=1605281710,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,Chase Octagon,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,2.73,4.07,250,2.50,3.57,500,2.25,3.08,1000,2.02,2.62,,,,,
C-06-0-40-M35XV-019-Neutral -0-31-STD-HS,4588759154746,Single Supplier,Supplier,The Magnet Group,Castelli,"3 11/16"" x 5 5/8",Neutral ,ApPeel Pico Saddlestiched,ApPeel Pico Saddlestiched Notebook | Chase,M35XV-019,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-31_540-M35XV-019-Neutral-0-31-STD-HS.jpg?v=1605281710,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,Chase Octagon,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,2.73,4.07,250,2.50,3.57,500,2.25,3.08,1000,2.02,2.62,,,,,
 C-06-0-40-M35XV-020-Bella Blue-0-31-STD-HS,4588759154746,Single Supplier,Supplier,The Magnet Group,Castelli,"3 11/16"" x 5 5/8",Bella Blue,ApPeel Pico Saddlestiched,ApPeel Pico Saddlestiched Notebook | Chase,M35XV-020,$54.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-06-0-31_540-M35XV-020-BellaBlue-0-31-STD-HS.jpg?v=1605281710,,,5-7 Business Days,5 Business Days,7 Business Days,,Yes,Customer,,,Chase Octagon,See Proof,See Proof,See Proof,Hot Stamped,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_BLACK.pdf?v=1608221527,The Magnet Group,100,1000,100,2.73,4.07,250,2.50,3.57,500,2.25,3.08,1000,2.02,2.62,,,,,
J-03-0-178-Uncork'd_XL-Matte Black-0-178-STD-W,4588753649722,Single Supplier,Supplier,BruMate Direct,BruMate,14oz,Matte Black,Uncork'd XL Wine Tumbler,Uncork'd XL Wine Tumbler | J.P. Morgan,,$65.00,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-03-0-178-Uncork_d_XL-MatteBlack-0-178-STD-W.jpg?v=1604609932,,,4-6 Weeks,21 Days ,42 Days,,No,Customer,,,J.P. Morgan,White,See Proof,See Proof,Screen Print,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,BruMate Direct,240,500,240,11.99,17.13,500,11.99,16.42,,,,,,,,,,,
