Shopify SKU,Shopify Product ID,Product Type,Supplier Name - Vendor 1,Vendor Sub Brand,Decorator Name - Vendor 2,Variant Size,Variant Color,Supplier Product Name,Keepers Collective Product Name,Supplier SKU,One Time Set Up Fee,Recurring Set Up Fee,Quote Number,Keepers Collective Product Shot Link,Inventory on Hand,Enforced Multiple Quantity,Base Lead Time,Start Production,End Production,Additional Lead Time Notes,Different cost based on quantity?,Ship to (AU or Customer),Proof Number,Straight Up/Keepers Collective Proof Link,Logo Name,Logo Color,Logo Size,Decoration Location,Decoration Type,Artwork/Vector Link,Supplier Decorated or Blank Product,Minimum Order Quantity,Maximum Order Quantity,Volume Quantity_1,Total Wholesale Cost Per Item_1,Decorator Cost Per Item_1,Supplier Cost Per Item_1,Sale Price Per Item_1,Volume Quantity_2,Total Wholesale Cost Per Item_2,Decorator Cost Per Item_2,Supplier Cost Per Item_2,Sale Price Per Item_2,Volume Quantity_3,Total Wholesale Cost Per Item_3,Decorator Cost Per Item_3,Supplier Cost Per Item_3,Sale Price Per Item_3,Volume Quantity_4,Total Wholesale Cost Per Item_4,Decorator Cost Per Item_4,Supplier Cost Per Item_4,Sale Price Per Item_4,Volume Quantity_5,Total Wholesale Cost Per Item_5,Decorator Cost Per Item_5,Supplier Cost Per Item_5,Sale Price Per Item_5
J-01-0-30_536-EC8001-Oyster-0-E-STD-BLKE,4569431146554,Supplier/Decorator,Alphabroder ,Econscious,Art Unlimited,,Oyster,Econscious Organic Cotton Large Twill Tote,Organic Cotton Large Twill Tote | J.P. Morgan,EC8001,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-30_536-EC8001-Oyster-0-E-STD-BLKE.jpg?v=1602212764,,,7-10 Business Days,7 Business Days,10 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Oyster__Organic_Cotton_Large_Twill_Tote_C210010_Black.jpg?v=1610470863,J.P. Morgan,Black,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_BLACK.pdf?v=1608221527,Supplier Decorated,6,200,6,7.49,1.50,5.99,11.52,24,7.49,1.50,5.99,11.18,48,7.49,1.50,5.99,10.70,100,7.49,1.50,5.99,10.26,200,7.49,1.50,5.99,9.99
C-01-0-30_536-EC8001-Black-0-E-STD-BE,4498220023866,Supplier/Decorator,Alphabroder ,Econscious,Art Unlimited,,Black,Econscious Organic Cotton Large Twill Tote,Organic Cotton Large Twill Tote | Chase,EC8001,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-30_536-EC8001-Black-0-E-STD-WE.jpg?v=1602212673,,,7-10 Business Days,7 Business Days,10 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black__Organic_Cotton_Large_Twill_Tote_C21009_PMS300C.jpg?v=1610140613,Octagon,PMS 300,See Proof,See Proof ,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_OCTAGON_BLUE.pdf?v=1608223848,Supplier Decorated,6,200,6,7.49,1.50,5.99,11.52,24,7.49,1.50,5.99,11.18,48,7.49,1.50,5.99,10.70,100,7.49,1.50,5.99,10.26,200,7.49,1.50,5.99,9.99
C-01-0-30_536-EC8001-Oyster-0-E-STD-BE,4498220023866,Supplier/Decorator,Alphabroder ,Econscious,Art Unlimited,,Oyster,Econscious Organic Cotton Large Twill Tote,Organic Cotton Large Twill Tote | Chase,EC8001,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-30_536-EC8001-Oyster-0-E-STD-BLKE.jpg?v=1602212673,,,7-10 Business Days,7 Business Days,10 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Oyster__Organic_Cotton_Large_Twill_Tote_C21009_PMS300C.jpg?v=1610140613,Octagon,PMS 300,See Proof,See Proof ,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_OCTAGON_BLUE.pdf?v=1608223848,Supplier Decorated,6,200,6,7.49,1.50,5.99,11.52,24,7.49,1.50,5.99,11.18,48,7.49,1.50,5.99,10.70,100,7.49,1.50,5.99,10.26,200,7.49,1.50,5.99,9.99
J-01-0-14-F1974372-Black-0-E-STD-WE,4572054290490,Supplier/Decorator,Driving Impressions,STATE,Art Unlimited,,Black,STATE Bags Felix- F1974372,Felix Duffel Bag | J.P. Morgan,F1974372,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-14-F1974372-Black-0-E-STD-WE.jpg?v=1602556109,,,10-12 Business Days ,10 Business Days ,12 Business Days ,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black_Felix_Duffel_Bag_C210010_White.jpg?v=1610487137,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,81.50,1.50,80.00,121.64,24,81.50,1.50,80.00,116.43,48,81.50,1.50,80.00,111.64,96,81.50,1.50,80.00,105.84,192,81.50,1.50,80.00,101.88
C-01-0-14-F1974372-Black-0-E-STD-WE,4466879725626,Supplier/Decorator,Driving Impressions,STATE,Art Unlimited,,Black,STATE Bags Felix- F1974372,Felix Duffel Bag | Chase,F1974372,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-14-F1974372-Black-0-E-STD-BE.jpg?v=1607970949,,,10-12 Business Days ,10 Business Days ,12 Business Days ,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black_Felix_Duffel_Bag_C210010_PMS300C.jpg?v=1610487137,Octagon,PMS 300C,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_OCTAGON_BLUE.pdf?v=1608223848,Supplier Decorated,6,192,6,81.50,1.50,80.00,121.64,24,81.50,1.50,80.00,116.43,48,81.50,1.50,80.00,111.64,96,81.50,1.50,80.00,105.84,192,81.50,1.50,80.00,101.88
J-01-0-14-X1062209-Black-0-E-STD-WE,4572052422714,Supplier/Decorator,Driving Impressions,STATE,Art Unlimited,,Black,STATE Bags Franklin,Franklin Duffel Bag | J.P. Morgan,X1062209,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-14-X1062209-Black-0-E-STD-WE.jpg?v=1602555724,,,10-12 Business Days ,10 Business Days ,12 Business Days ,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM__Black_Franklin_Duffel_Bag_C210010_White.jpg?v=1610487317,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,123.75,1.50,122.25,184.70,24,123.75,1.50,122.25,176.79,48,123.75,1.50,122.25,169.52,96,123.75,1.50,122.25,165.43,192,123.75,1.50,122.25,159.06
C-01-0-14-X1062209-Black-0-E-STD-WE,4466883395642,Supplier/Decorator,Driving Impressions,STATE,Art Unlimited,,Black,STATE Bags Franklin,Franklin Duffel Bag | Chase,X1062209,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-14-X1062209-Black-0-E-STD-WE.jpg?v=1602555715,,,10-12 Business Days ,10 Business Days ,12 Business Days ,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black_Franklin_Duffel_Bag_C21009_PMS300C.jpg?v=1610487317,Octagon,PMS 300C,See Proof,See Proof,Embroidery ,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_OCTAGON_BLUE.pdf?v=1608223848,Supplier Decorated,6,192,6,123.75,1.50,122.25,184.70,24,123.75,1.50,122.25,176.79,48,123.75,1.50,122.25,169.52,96,123.75,1.50,122.25,165.43,192,123.75,1.50,122.25,159.06
J-01-0-154-Standard_Pack-Black-0-E-STD-WE,4571375075386,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Standard Pack,Standard Pack | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Standard_Pack-Black-0-E-STD-WE.jpg?v=1602469108,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black_Standard_Pack_C210010_White.jpg?v=1610487540,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,63.40,1.50,61.90,97.54,24,61.90,1.50,60.40,92.39,48,61.90,1.50,60.40,84.79,96,61.90,1.50,60.40,82.80,192,61.90,1.50,60.40,80.39
C-01-0-154-Standard_Pack-Black-0-E-STD-WE,4458676944954,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Standard Pack,Standard Pack | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Standard_Pack-Black-0-E-STD-WE.jpg?v=1602469039,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black_Standard_Pack_C210011_White.jpg?v=1610487540,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,63.40,1.50,61.90,97.54,24,61.90,1.50,60.40,92.39,48,61.90,1.50,60.40,84.79,96,61.90,1.50,60.40,82.80,192,61.90,1.50,60.40,80.39
J-01-0-154-Rover_Pack_Classic-Black-0-E-STD-WE,4571368620090,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Rover Pack Classic,Rover Pack Classic | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Rover_Pack_Classic-Black-0-E-STD-WE.jpg?v=1602468358,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black_Rover_Pack_Classic_C210010_White.jpg?v=1610487735,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,63.40,1.50,61.90,99.05,24,61.90,1.50,60.40,92.39,48,61.90,1.50,60.40,88.43,96,61.90,1.50,60.40,85.07,192,61.90,1.50,60.40,82.53
C-01-0-154-Rover_Pack_Classic-Black-0-E-STD-WE,4458663477306,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Rover Pack Classic,Rover Pack Classic | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Rover_Pack_Classic-Black-0-E-STD-WE.jpg?v=1602468265,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black_Rover_Pack_Classic_C210011_White.jpg?v=1610487735,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,63.40,1.50,61.90,99.05,24,61.90,1.50,60.40,92.39,48,61.90,1.50,60.40,88.43,96,61.90,1.50,60.40,85.07,192,61.90,1.50,60.40,82.53
J-01-0-154-Commuter_Briefcase-Black-0-E-STD-WE,4571362918458,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Commuter Briefcase,Commuter Briefcase | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Commuter_Briefcase-Black-0-E-STD-WE.jpg?v=1602467020,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black__Commuter_Briefcase_C210010_White.jpg?v=1610488397,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,123.40,1.50,121.90,192.81,24,121.90,1.50,120.40,186.09,48,121.90,1.50,120.40,178.00,96,121.90,1.50,120.40,162.53,192,121.90,1.50,120.40,158.31
C-01-0-154-Commuter_Briefcase-Black-0-E-STD-WE,4478283579450,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Commuter Briefcase,Commuter Briefcase | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Commuter_Briefcase-Black-0-E-STD-WE.jpg?v=1602466922,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black__Commuter_Briefcase_C210011_White.jpg?v=1610488397,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,123.40,1.50,121.90,192.81,24,121.90,1.50,120.40,186.09,48,121.90,1.50,120.40,178.00,96,121.90,1.50,120.40,162.53,192,121.90,1.50,120.40,158.38
J-01-0-154-Global_Briefcase-Black-0-E-STD-WE,4571352825914,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Global Briefcase,Global Briefcase | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Global_Briefcase-Black-0-E-STD-WE.jpg?v=1602465180,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black__Global_Briefcase_C210010_White.jpg?v=1610569374,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
 J-01-0-154-Global_Briefcase-Charcoal-0-E-STD-WE,4571352825914,Supplier/Decorator,Topo,Topo,Art Unlimited,,Charcoal,Global Briefcase,Global Briefcase | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J--0-154-Global_Briefcase-Charcoal-0-E-STD-WE.jpg?v=1602465181,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Charcoal_Global_Briefcase_C210010_White.jpg?v=1610636321,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
C-01-0-154-Global_Briefcase-Black-0-E-STD-WE,4478287446074,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Global Briefcase,Global Briefcase | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Global_Briefcase-Black-0-E-STD-WE.jpg?v=1602465082,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black__Global_Briefcase_C210011_White.jpg?v=1610569374,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
 C--0-154-Global_Briefcase-Charcoal-0-E-STD-WE,4478287446074,Supplier/Decorator,Topo,Topo,Art Unlimited,,Charcoal,Global Briefcase,Global Briefcase | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C--0-154-Global_Briefcase-Charcoal-0-E-STD-WE.jpg?v=1602465084,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Charcoal_Global_Briefcase_C210011_White.jpg?v=1610636321,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
J-01-0-154-Rover_Pack_Premium-Black-0-E-STD-WE,4571339620410,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Rover Pack Premium,Rover Pack Premium | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Rover_Pack_Premium-Black-0-E-STD-WE.jpg?v=1602462951,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black__Rover_Pack_Premium_C210010_White.jpg?v=1610569604,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,105.40,1.50,103.90,157.31,24,103.90,1.50,102.40,148.43,48,103.90,1.50,102.40,142.33,96,103.90,1.50,102.40,138.53,192,103.90,1.50,102.40,134.94
C-01-0-154-Rover_Pack_Premium-Black-0-E-STD-WE,4478293901370,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Rover Pack Premium,Rover Pack Premium | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Rover_Pack_Premium-Black-0-E-STD-WE.jpg?v=1602462839,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black__Rover_Pack_Premium_C210011_White.jpg?v=1610569604,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,105.40,1.50,103.90,157.31,24,103.90,1.50,102.40,148.43,48,103.90,1.50,102.40,142.33,96,103.90,1.50,102.40,138.53,192,103.90,1.50,102.40,134.94
J-01-0-154-Rover_Pack_Tech-Black-0-E-STD-WE,4571333951546,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Rover Pack Tech,Rover Pack Tech | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Rover_Pack_Tech-Black-0-E-STD-WE.jpg?v=1602461634,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black__Rover_Pack_Tech_C210010_White.jpg?v=1610569809,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,12,192,12,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
 J-01-0-154-Rover_Pack_Tech-Charcoal-0-E-STD-WE,4571333951546,Supplier/Decorator,Topo,Topo,Art Unlimited,,Charcoal,Rover Pack Tech,Rover Pack Tech | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Rover_Pack_Tech-Charcoal-0-E-STD-WE.jpg?v=1602461634,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Charcoal__Rover_Pack_Tech_C210010_White.jpg?v=1610569810,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,12,192,12,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
 J-01-0-154-Rover_Pack_Tech-Navy-0-E-STD-WE,4571333951546,Supplier/Decorator,Topo,Topo,Art Unlimited,,Navy,Rover Pack Tech,Rover Pack Tech | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Rover_Pack_Tech-Navy-0-E-STD-WE.jpg?v=1602461634,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Navy__Rover_Pack_Tech_C210010_White.jpg?v=1610569810,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,12,192,12,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
C-01-0-154-Rover_Pack_Tech-Black-0-E-STD-WE,4478294687802,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Rover Pack Tech,Rover Pack Tech | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Rover_Pack_Tech-Black-0-E-STD-WE.jpg?v=1602461508,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black__Rover_Pack_Tech_C210011_White.jpg?v=1610569836,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,12,192,12,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
 C-01-0-154-Rover_Pack_Tech-Charcoal-0-E-STD-WE,4478294687802,Supplier/Decorator,Topo,Topo,Art Unlimited,,Charcoal,Rover Pack Tech,Rover Pack Tech | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Rover_Pack_Tech-Charcoal-0-E-STD-WE.jpg?v=1602461508,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Charcoal__Rover_Pack_Tech_C210011_White.jpg?v=1610569836,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,12,192,12,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
 C-01-0-154-Rover_Pack_Tech-Navy-0-E-STD-WE,4478294687802,Supplier/Decorator,Topo,Topo,Art Unlimited,,Navy,Rover Pack Tech,Rover Pack Tech | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Rover_Pack_Tech-Navy-0-E-STD-WE.jpg?v=1602461507,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Navy__Rover_Pack_Tech_C210011_White.jpg?v=1610569836,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,12,192,12,81.40,1.50,79.90,116.29,24,79.90,1.50,78.40,114.14,48,79.90,1.50,78.40,109.45,96,79.90,1.50,78.40,106.53,192,79.90,1.50,78.40,103.77
J-01-0-154-Y_Pack-Black-0-E-STD-WE,4571327955002,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Y Pack,Y-Pack | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Y_Pack-Black-0-E-STD-WE.jpg?v=1602460157,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Black__Y_PACK_C210010_White.jpg?v=1610570065,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,51.40,1.50,49.90,76.72,24,49.90,1.50,48.40,71.29,48,49.90,1.50,48.40,68.36,96,49.90,1.50,48.40,66.40,192,49.90,1.50,48.40,64.81
 J-01-0-154-Y_Pack-Navy-0-E-STD-WE,4571327955002,Supplier/Decorator,Topo,Topo,Art Unlimited,,Navy,Y Pack,Y-Pack | J.P. Morgan,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/J-01-0-154-Y_Pack-Navy-0-E-STD-WE.jpg?v=1602460159,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPM_Navy__Y_PACK_C210010_White.jpg?v=1610570065,J.P. Morgan,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/JPMORGAN_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,51.40,1.50,49.90,76.72,24,49.90,1.50,48.40,71.29,48,49.90,1.50,48.40,68.36,96,49.90,1.50,48.40,66.40,192,49.90,1.50,48.40,64.81
C-01-0-154-Y_Pack-Black-0-E-STD-WE,4478298947642,Supplier/Decorator,Topo,Topo,Art Unlimited,,Black,Y Pack,Y-Pack | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Y_Pack-Black-0-E-STD-WE.jpg?v=1602460037,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Black__Y_PACK_C210011_White.jpg?v=1610570082,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,51.40,1.50,49.90,76.72,24,49.90,1.50,48.40,71.29,48,49.90,1.50,48.40,68.36,96,49.90,1.50,48.40,66.40,192,49.90,1.50,48.40,64.81
 C-01-0-154-Y_Pack-Navy-0-E-STD-WE,4478298947642,Supplier/Decorator,Topo,Topo,Art Unlimited,,Navy,Y Pack,Y-Pack | Chase,,,,,https://cdn.shopify.com/s/files/1/0258/0883/0522/products/C-01-0-154-Y_Pack-Navy-0-E-STD-WE.jpg?v=1602460040,,,10-15 Business Days,10 Business Days ,15 Business Days,,,AU,,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/Chase_Navy__Y_PACK_C210011_White.jpg?v=1610570082,Chase Octagon,White,See Proof,See Proof,Embroidery,https://cdn.shopify.com/s/files/1/0258/0883/0522/files/CHASE_WHITE.pdf?v=1608221527,Supplier Decorated,6,192,6,51.40,1.50,49.90,76.72,24,49.90,1.50,48.40,71.29,48,49.90,1.50,48.40,68.36,96,49.90,1.50,48.40,66.40,192,49.90,1.50,48.40,64.81
